message,message_length,num_digits,num_uppercase,num_special_chars,num_words,avg_word_length,num_exclamations,num_questions,label
Once free call me sir. I am waiting for you.,44,0,2,11,10,3.5,0,0,0
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,3,26,26,24,5.541666666666667,0,1,0
I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,95,0,3,18,18,4.333333333333333,0,0,0
"I sent you the prices and do you mean the  &lt;#&gt; g,",55,0,1,18,12,3.5833333333333335,0,0,0
Lmao you know me so well...,27,0,1,8,6,3.6666666666666665,0,0,0
He's just gonna worry for nothing. And he won't give you money its no use.,74,0,2,18,15,4.0,0,0,0
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,3,26,26,24,5.541666666666667,0,1,0
Do you think i can move  &lt;#&gt;  in a week,45,0,1,16,10,3.4,0,0,0
ÃÃ neva tell me how i noe... I'm not at home in da aft wat... ,64,0,3,24,15,3.2666666666666666,0,0,0
Now i'm going for lunch.,24,0,1,6,5,4.0,0,0,0
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,114,18,9,22,16,6.1875,0,1,1
"I am real, baby! I want to bring out your inner tigress...",58,0,2,16,12,3.9166666666666665,1,0,0
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",152,27,16,36,29,4.275862068965517,0,0,1
"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",150,0,4,35,26,4.8076923076923075,0,0,0
It's ok i wun b angry. Msg u aft i come home tonight.,53,0,2,15,13,3.1538461538461537,0,0,0
"Ta-Daaaaa! I am home babe, are you still up ?",45,0,3,13,10,3.6,1,1,0
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,131,0,10,54,29,3.5517241379310347,10,0,0
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",155,0,5,47,27,4.777777777777778,3,0,0
Sorry da. I gone mad so many pending works what to do.,54,0,2,13,12,3.5833333333333335,0,0,0
"Nothing much, chillin at home. Any super bowl plan?",51,0,2,11,9,4.777777777777778,0,1,0
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",124,0,1,24,18,5.944444444444445,1,1,0
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",160,17,62,31,25,5.44,0,0,1
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,73,1,2,17,15,3.933333333333333,0,0,0
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,121,1,4,30,24,4.083333333333333,0,1,0
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",293,1,14,75,53,4.547169811320755,0,5,0
Come to medical college at 7pm ......forward it da,50,1,1,14,9,4.666666666666667,0,0,0
Ok leave no need to ask,23,0,1,5,6,3.0,0,0,0
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,149,4,23,37,30,4.0,1,0,1
Or I guess  &lt;#&gt;  min,26,0,2,11,5,4.0,0,0,0
"\What are youdoing later? Sar xxx\""""",36,0,2,10,6,5.166666666666667,0,1,0
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",159,0,4,38,32,4.0,0,0,0
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,157,1,2,36,32,3.9375,3,0,0
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",116,4,15,23,22,4.318181818181818,0,0,1
I cant pick the phone right now. Pls send a message,51,0,2,11,11,3.727272727272727,0,0,0
Sir send to group mail check it.,32,0,1,7,7,3.7142857142857144,0,0,0
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",152,1,7,38,31,3.935483870967742,1,2,0
K..k...from tomorrow onwards started ah?,40,0,1,10,5,7.2,0,1,0
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,159,17,13,29,24,5.666666666666667,0,0,1
Alright took the morphine. Back in yo.,38,0,2,8,7,4.571428571428571,0,0,0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",450,4,14,120,96,3.6979166666666665,0,1,0
Stop knowing me so well!,24,0,1,5,5,4.0,1,0,0
Gud ni8.swt drms.take care,26,1,1,5,4,5.75,0,0,0
Win a Ã¥Â£1000 cash prize or a prize worth Ã¥Â£5000,51,8,5,13,10,4.2,0,0,1
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",67,0,4,17,8,7.5,0,0,0
"Tick, tick, tick ... Babe",25,0,2,9,5,4.2,0,0,0
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",65,1,2,19,13,4.076923076923077,0,0,0
Two fundamentals of cool life: \Walk,36,0,2,7,6,5.166666666666667,0,0,0
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",124,0,3,32,23,4.434782608695652,0,1,0
How much for an eighth?,23,0,1,5,5,3.8,0,1,0
"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDÃ¥ÃS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",143,1,110,32,23,5.260869565217392,2,1,0
You have 1 new message. Please call 08718738034.,48,12,2,9,8,5.125,0,0,1
Huh so early.. Then Ã_ having dinner outside izzit?,52,0,3,13,9,4.888888888888889,0,1,0
Take some small dose tablet for fever,37,0,1,6,7,4.428571428571429,0,0,0
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",151,0,1,35,32,3.75,0,1,0
I've reached home n i bathe liao... U can call me now...,56,0,2,18,12,3.75,0,0,0
Oh great. I.ll disturb him more so that we can talk.,52,0,2,13,11,3.8181818181818183,0,0,0
\HEY KATE,9,0,7,2,2,4.0,0,0,0
Noooooooo please. Last thing I need is stress. For once in your life be fair.,77,0,4,17,15,4.2,0,0,0
Moji just informed me that you saved our lives. Thanks.,55,0,2,11,10,4.6,0,0,0
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",160,0,5,51,32,4.0,0,0,0
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,74,0,4,20,16,3.6875,0,1,0
Lol ok your forgiven :),23,0,1,6,5,3.8,0,0,0
I dont know ask to my brother. Nothing problem some thing that. Just i told .,77,0,3,18,16,3.875,0,0,0
Can u get pic msgs to your phone?,33,0,1,8,8,3.25,0,1,0
ÃÃ v ma fan...,16,0,2,8,4,3.25,0,0,0
I dunno they close oredi not... ÃÃ v ma fan...,48,0,3,17,10,3.9,0,0,0
What pa tell me.. I went to bath:-),35,0,2,12,8,3.5,0,0,0
(That said can you text him one more time?),43,0,1,11,9,3.888888888888889,0,1,0
"Easy mate, * guess the quick drink was bit ambitious.",53,0,1,12,10,4.4,0,0,0
You are a winner U have been specially selected 2 receive Ã¥Â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,155,22,4,36,27,4.7407407407407405,0,0,1
Yes i will be there. Glad you made it.,38,0,2,10,9,3.3333333333333335,0,0,0
So how many days since then?,28,0,1,6,6,3.8333333333333335,0,1,0
Hey r Ã_ still online? I've finished the formatting...,55,0,3,15,9,5.222222222222222,0,1,0
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,147,25,24,32,27,4.481481481481482,0,0,1
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,144,34,16,22,20,6.25,1,0,1
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,155,0,10,36,25,5.24,3,0,1
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",189,0,16,34,28,5.785714285714286,0,0,0
"Vikky, come around  &lt;TIME&gt; ..",35,0,5,12,5,6.0,0,0,0
Me n him so funny...,20,0,1,7,5,3.2,0,0,0
Hey u still at the gym?,23,0,1,6,6,3.0,0,1,0
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,87,0,3,15,13,5.769230769230769,0,0,0
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",146,4,18,39,30,3.9,0,1,1
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,142,2,2,33,30,3.7666666666666666,2,1,0
Are you in castor? You need to see something,44,0,2,9,9,4.0,0,1,0
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,82,0,3,20,17,3.8823529411764706,0,0,0
"Nah I don't think he goes to usf, he lives around here though",61,0,2,14,13,3.769230769230769,0,0,0
Please leave this topic..sorry for telling that..,49,0,1,10,7,6.142857142857143,0,0,0
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,139,20,23,34,29,3.8275862068965516,1,0,1
Want to finally have lunch today?,33,0,1,6,6,4.666666666666667,0,1,0
"Greetings me, ! Consider yourself excused.",42,0,2,8,6,6.166666666666667,1,0,0
U 2.,4,1,1,2,2,1.5,0,0,0
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890Ã¥Â£1.50 per msg,154,23,17,32,26,4.961538461538462,2,1,1
Hey do you want anything to buy:),33,0,1,8,7,3.857142857142857,0,0,0
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,87,0,66,21,21,3.1904761904761907,0,0,0
Asking do u knw them or nt? May be ur frnds or classmates?,58,0,2,14,13,3.5384615384615383,0,2,0
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,70,0,3,19,13,4.461538461538462,1,0,0
O shore are you takin the bus,29,0,1,6,7,3.2857142857142856,0,0,0
Nope i waiting in sch 4 daddy... ,33,1,1,10,7,3.7142857142857144,0,0,0
Love it! The girls at the office may wonder why you are smiling but sore...,75,0,2,18,15,4.066666666666666,1,0,0
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",263,0,11,77,54,3.8703703703703702,0,0,0
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,139,0,3,29,27,4.185185185185185,0,0,0
"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",118,1,90,27,21,4.666666666666667,2,0,0
Hey i will be late... i'm at amk. Need to drink tea or coffee,61,0,2,18,14,3.4285714285714284,0,0,0
"Dude u knw also telugu..thts gud..k, gud nyt..",46,0,1,14,8,4.875,0,0,0
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",124,0,14,26,24,4.208333333333333,0,0,1
I am not having her number sir,30,0,1,6,7,3.4285714285714284,0,0,0
"Haha awesome, omw back now then",31,0,1,6,6,4.333333333333333,0,0,0
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",169,0,4,42,34,4.0,2,0,0
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",135,0,4,28,27,4.037037037037037,0,0,0
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,58,0,7,12,11,4.363636363636363,0,0,0
If you r @ home then come down within 5 min,43,1,1,11,11,3.0,0,0,0
What you doing?how are you?,27,0,1,6,5,4.6,0,2,0
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,80,0,2,20,17,3.7058823529411766,0,0,0
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,147,0,3,37,36,3.111111111111111,1,0,0
Hey now am free you can call me.,32,0,1,8,8,3.125,0,0,0
"URGENT!: Your Mobile No. was awarded a Ã¥Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",147,24,24,35,24,5.166666666666667,3,0,1
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",88,0,3,21,18,3.9444444444444446,0,1,0
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,154,20,26,29,22,6.045454545454546,1,0,1
I am in your office na.,23,0,1,6,6,3.0,0,0,0
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,84,0,1,18,17,4.0,0,0,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,158,13,13,31,27,4.851851851851852,2,1,1
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,139,1,4,36,27,4.185185185185185,2,0,0
Havent still waitin as usual... ÃÃ come back sch oredi?,57,0,3,15,10,4.8,0,1,0
Dont think so. It turns off like randomlly within 5min of opening,65,1,2,12,12,4.5,0,0,0
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,59,1,1,13,12,4.0,0,0,0
Where at were hungry too,24,0,1,4,5,4.0,0,0,0
That's y we haf to combine n c how lor...,41,0,1,13,10,3.2,0,0,0
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",384,0,5,95,80,3.8125,0,0,0
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),119,0,16,34,19,5.315789473684211,0,1,0
todays vodafone numbers ending with 0089(my last four digits) are selected to received a Ã¥Â£350 award. If your number matches please call 09063442151 to claim your Ã¥Â£350 award,178,21,5,34,28,5.392857142857143,0,0,1
"Bill, as in: Are there any letters for me. iÂÃÂªm expecting one from orange that isnÂÃÂªt a bill but may still say orange on it.",132,0,8,32,25,4.32,0,0,0
Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,69,0,3,27,13,4.153846153846154,0,0,0
"I'm home, my love ... If your still awake ... *loving kiss*",59,0,2,21,12,4.0,0,0,0
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),198,0,30,46,34,4.852941176470588,0,0,0
Do Ã_ noe if ben is going?,27,0,2,9,7,3.0,0,1,0
"Uh, heads up we don't have THAT much left",41,0,5,10,9,3.6666666666666665,0,0,0
WOT U WANNA DO THEN MISSY?,26,0,20,6,6,3.5,0,1,0
Are you going to write ccna exam this week??,44,0,1,10,9,4.0,0,2,0
Cos daddy arranging time c wat time fetch Ã_ mah...,52,0,2,14,10,4.3,0,0,0
Are you there in room.,22,0,1,5,5,3.6,0,0,0
Then i buy.,11,0,1,3,3,3.0,0,0,0
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",126,1,2,27,26,3.8846153846153846,0,0,0
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,91,0,3,17,17,4.411764705882353,0,0,0
I love u 2 my little pocy bell I am sorry but I love u,54,1,3,14,15,2.6666666666666665,0,0,0
If he started searching he will get job in few days.he have great potential and talent.,87,0,1,17,16,4.5,0,0,0
Nothin comes to my mind. ÃÃ help me buy hanger lor. Ur laptop not heavy?,74,0,4,19,15,4.0,0,1,0
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,72,2,3,14,10,6.3,0,1,1
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,152,0,10,29,21,6.285714285714286,0,0,0
I wont do anything de.,22,0,1,5,5,3.6,0,0,0
K..u also dont msg or reply to his msg..,40,0,1,12,9,3.5555555555555554,0,0,0
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",160,0,3,45,33,3.878787878787879,0,3,0
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,135,27,79,25,17,6.9411764705882355,3,0,1
I'm glad. You are following your dreams.,40,0,2,9,7,4.857142857142857,0,0,0
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",157,0,3,35,31,4.096774193548387,0,1,0
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,64,2,12,14,12,4.416666666666667,1,0,1
Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,135,0,4,29,26,4.230769230769231,0,0,0
I'm working technical support :)voice process.networking field.,63,0,1,11,7,8.142857142857142,0,0,0
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,144,0,8,37,31,3.6774193548387095,0,0,0
Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,96,1,3,26,18,4.388888888888889,0,0,0
Jus finish bathing...,21,0,1,5,3,6.333333333333333,0,0,0
FREE entry into our Ã¥Â£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,102,10,14,24,18,4.722222222222222,0,0,1
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",132,0,2,31,29,3.586206896551724,0,1,0
No shoot me. I'm in the docs waiting room. :/,45,0,2,14,10,3.6,0,0,0
Oh k...i'm watching here:),26,0,1,9,4,5.75,0,0,0
Small problem in auction:)punj now asking tiwary,48,0,1,8,7,6.0,0,0,0
Sorry i din lock my keypad.,27,0,1,6,6,3.6666666666666665,0,0,0
U wan 2 haf lunch i'm in da canteen now.,40,1,1,11,10,3.1,0,0,0
Where's my boytoy? I miss you ... What happened?,48,0,3,14,9,4.444444444444445,0,2,0
Boy you best get yo ass out here quick,38,0,1,8,9,3.3333333333333335,0,0,0
Dude im no longer a pisces. Im an aquarius now.,47,0,2,11,10,3.8,0,0,0
Where @,7,0,1,2,2,3.0,0,0,0
Convey my regards to him,24,0,1,4,5,4.0,0,0,0
Would really appreciate if you call me. Just need someone to talk to.,69,0,2,14,13,4.384615384615385,0,0,0
Minimum walk is 3miles a day.,29,1,1,6,6,4.0,0,0,0
Lol that's different. I don't go trying to find every real life photo you ever took.,84,0,2,19,16,4.3125,0,0,0
Geeeee ... I love you so much I can barely stand it,51,0,3,14,12,3.3333333333333335,0,0,0
Then what about further plan?,29,0,1,5,5,5.0,0,1,0
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,96,1,4,23,20,3.85,0,1,0
"Come round, it's . ",19,0,1,7,4,3.75,0,0,0
Sitting ard nothing to do lor. U leh busy w work?,49,0,2,12,11,3.5454545454545454,0,1,0
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,208,1,5,59,43,3.813953488372093,0,1,0
Filthy stories and GIRLS waiting for your,41,0,6,6,7,5.0,0,0,1
Wen did you get so spiritual and deep. That's great,51,0,2,11,10,4.2,0,0,0
I meant middle left or right?,29,0,1,6,6,4.0,0,1,0
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,147,10,11,33,26,4.6923076923076925,1,1,1
"Not for possession, especially not first offense",48,0,1,7,7,6.0,0,0,0
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,139,0,2,29,26,4.384615384615385,0,1,1
K..k..i'm also fine:)when will you complete the course?,55,0,1,15,8,6.0,0,1,0
I didnt get anything da,23,0,1,4,5,3.8,0,0,0
No screaming means shouting..,29,0,1,5,4,6.5,0,0,0
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",104,0,6,27,22,3.772727272727273,0,0,0
"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",118,0,5,39,27,3.4074074074074074,0,2,0
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,133,0,2,23,23,4.826086956521739,0,0,0
"Latest News! Police station toilet stolen, cops have nothing to go on!",70,0,3,14,12,4.916666666666667,2,0,1
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,115,0,4,24,24,3.8333333333333335,0,0,0
TBS/PERSOLVO. been chasing us since Sept forÃ¥Â£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,143,2,17,28,21,5.857142857142857,0,0,1
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",126,0,2,30,24,4.291666666666667,0,0,0
Love it! I want to flood that pretty pussy with cum...,54,0,2,14,11,4.0,1,0,0
"Yes, princess. Toledo.",22,0,2,5,3,6.666666666666667,0,0,0
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",152,23,48,35,32,3.78125,0,0,1
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",302,3,11,77,62,3.8870967741935485,0,0,0
Sounds great! Im going to sleep now. Have a good night!,55,0,3,13,11,4.090909090909091,2,0,0
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,62,1,3,18,14,3.5,0,2,0
"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",44,0,36,8,3,14.0,2,0,0
Haha... can... But i'm having dinner with my cousin...,54,0,2,18,9,5.111111111111111,0,0,0
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",184,0,5,47,39,3.7435897435897436,1,1,0
This message is brought to you by GMW Ltd. and is not connected to the,70,0,5,15,15,3.7333333333333334,0,0,1
Good morning pookie pie! Lol hope I didn't wake u up,52,0,3,12,11,3.8181818181818183,1,0,0
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",179,2,2,39,37,3.864864864864865,0,0,0
How? Izzit still raining?,25,0,2,5,4,5.5,0,2,0
I will come tomorrow di,23,0,1,4,5,3.8,0,0,0
I am in a marriage function,27,0,1,5,6,3.6666666666666665,0,0,0
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),156,0,16,40,27,4.814814814814815,0,0,0
Ok u can take me shopping when u get paid =D,44,0,2,11,11,3.090909090909091,0,0,0
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",153,5,28,35,29,4.310344827586207,0,0,1
"Dizzamn, aight I'll ask my suitemates when I get back",53,0,3,11,10,4.4,0,0,0
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",76,0,2,17,16,3.8125,0,0,0
Is ur paper today in e morn or aft?,35,0,1,9,9,3.0,0,1,0
Nvm take ur time.,17,0,1,4,4,3.5,0,0,0
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,72,0,2,16,15,3.8666666666666667,0,1,0
I just lov this line: \Hurt me with the truth,45,0,2,11,10,3.6,0,0,0
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,126,1,94,31,30,3.2333333333333334,1,0,0
Still otside le..u come 2morrow maga..,38,1,1,9,6,5.5,0,0,0
.Please charge my mobile when you get up in morning.,52,0,1,11,10,4.3,0,0,0
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",154,1,3,42,35,3.4,0,0,0
You're gonna have to be way more specific than that,51,0,1,10,10,4.2,0,0,0
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,154,0,5,38,31,4.0,0,0,0
"Haha, my friend tyler literally just asked if you could get him a dubsack",73,0,1,14,14,4.285714285714286,0,0,0
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",156,18,26,32,23,5.826086956521739,3,0,1
How much is blackberry bold2 in nigeria.,40,1,1,7,7,4.857142857142857,0,0,0
"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",56,1,17,16,11,4.181818181818182,0,0,0
* Thought I didn't see you.,27,0,2,8,6,3.6666666666666665,0,0,0
K. I will sent it again,23,0,2,6,6,3.0,0,0,0
"sorry, no, have got few things to do. may be in pub later.",58,0,0,16,13,3.5384615384615383,0,0,0
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,51,10,28,13,11,3.727272727272727,1,0,0
Most of the tiime when i don't let you hug me it's so i don't break into tears.,79,0,1,21,18,3.4444444444444446,0,0,0
Hi dear we saw dear. We both are happy. Where you my battery is low,67,0,3,16,15,3.533333333333333,0,0,0
